1979,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.0,4.0,1481.0,1084.0,580.0,1355.0,1180.0,1235.0,928.0,1531.0,999.0,1087.0,1253.0,865.0,1009.0,1234.0,2276.0,1072.0,1265.0,1018.0,1447.0,1205.0,1314.0,1266.0,803.0,1331.0,1388.0,1030.0,1039.0,1020.0,1244.0,808.0,901.0,679.0,1312.0,996.0,705.0,523.0,886.0,837.0,699.0,494.0,575.0
0.0,0.0,605.0,584.0,336.0,423.0,619.0,554.0,398.0,518.0,589.0,535.0,604.0,505.0,460.0,475.0,514.0,397.0,348.0,407.0,362.0,318.0,382.0,432.0,397.0,289.0,394.0,336.0,540.0,473.0,515.0,382.0,338.0,528.0,371.0,360.0,399.0,337.0,478.0,310.0,434.0,289.0,284.0
1.0,0.0,813.0,886.0,538.0,746.0,936.0,898.0,705.0,979.0,873.0,855.0,763.0,901.0,646.0,680.0,650.0,664.0,709.0,1022.0,645.0,429.0,626.0,684.0,506.0,518.0,396.0,447.0,331.0,268.0,266.0,294.0,250.0,273.0,253.0,277.0,236.0,224.0,267.0,237.0,208.0,227.0,223.0
